,구분,읍면동,리,건축물구조,건물용도,연면적(제곱미터),빈집등급,조사기준일,관리기관명,관리기관전화번호,데이터기준일
427,도심지,효자동,,블록구조,단독주택,85.52,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
428,도심지,효자동,,일반목구조,단독주택,66.39,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
429,도심지,효자동,,벽돌구조,단독주택,60.62,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
430,도심지,효자동,,벽돌구조,단독주택,154.77,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
431,도심지,효자동,,철근콘크리트구조,단독주택,234.754,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
432,도심지,퇴계동,,벽돌구조,단독주택,154.799,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
433,도심지,퇴계동,,일반목구조,단독주택,52.06,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
434,도심지,퇴계동,,벽돌구조,단독주택,45.646,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
435,도심지,퇴계동,,블록구조,단독주택,54.53,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
436,도심지,퇴계동,,블록구조,단독주택,26.45,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
437,도심지,퇴계동,,블록구조,단독주택,26.447,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
438,도심지,퇴계동,,블록구조,단독주택,24.998,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
439,도심지,퇴계동,,블록구조,단독주택,51.7,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
440,도심지,퇴계동,,일반목구조,단독주택,76.58,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
441,도심지,퇴계동,,블록구조,단독주택,35.28,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
442,도심지,퇴계동,,일반목구조,단독주택,84.39,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
443,도심지,퇴계동,,일반목구조,단독주택,44.0762,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
444,도심지,퇴계동,,일반목구조,단독주택,35.587,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
445,도심지,퇴계동,,블록구조,단독주택,44.0762,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
446,도심지,퇴계동,,일반목구조,단독주택,89.17,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
447,도심지,온의동,,블록구조,단독주택,48.06,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
448,도심지,온의동,,일반목구조,단독주택,67.01,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
449,도심지,삼천동,,벽돌구조,단독주택,72.0,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
450,도심지,삼천동,,벽돌구조,단독주택,46.018,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
451,도심지,삼천동,,벽돌구조,단독주택,81.599,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
452,도심지,삼천동,,일반목구조,단독주택,26.446,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
453,도심지,송암동,,일반목구조,단독주택,97.0,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
454,도심지,송암동,,경량철골구조,제2종근린생활시설,98.0,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
455,도심지,송암동,,일반목구조,단독주택,74.88,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
456,도심지,우두동,,블록구조,단독주택,92.802,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
457,도심지,우두동,,일반목구조,단독주택,23.507,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
458,도심지,우두동,,일반목구조,단독주택,100.16,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
459,도심지,우두동,,일반목구조,단독주택,58.8,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
460,도심지,우두동,,블록구조,단독주택,18.135,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
461,도심지,우두동,,블록구조,단독주택,59.0,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
462,도심지,우두동,,블록구조,단독주택,13.11,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
463,도심지,우두동,,경량철골구조,단독주택,116.31,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
464,도심지,우두동,,블록구조,단독주택,45.0438,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
465,도심지,우두동,,일반목구조,단독주택,28.6,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
466,도심지,우두동,,블록구조,단독주택,23.219,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
467,도심지,우두동,,블록구조,단독주택,31.27,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
468,도심지,우두동,,일반목구조,단독주택,73.276,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
469,도심지,우두동,,블록구조,단독주택,84.45,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
470,도심지,우두동,,일반목구조,단독주택,66.251,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
471,도심지,우두동,,블록구조,단독주택,80.872,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
472,도심지,우두동,,블록구조,단독주택,51.46,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
473,도심지,우두동,,블록구조,단독주택,79.71,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
474,도심지,우두동,,일반목구조,단독주택,44.43,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
475,도심지,우두동,,블록구조,단독주택,75.26,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
476,도심지,우두동,,블록구조,단독주택,73.27,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
477,도심지,우두동,,블록구조,단독주택,61.65,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
478,도심지,우두동,,일반목구조,단독주택,123.93,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
479,도심지,사농동,,블록구조,단독주택,50.81,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
480,도심지,사농동,,일반목구조,단독주택,26.64,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
481,도심지,사농동,,일반목구조,단독주택,48.45,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
482,도심지,사농동,,블록구조,단독주택,97.65,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
483,도심지,사농동,,일반목구조,단독주택,46.0,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
484,도심지,사농동,,일반목구조,단독주택,22.01,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
485,도심지,사농동,,벽돌구조,단독주택,36.77,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
486,도심지,사농동,,일반목구조,단독주택,73.28,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
487,도심지,사농동,,블록구조,단독주택,96.73,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
488,도심지,사농동,,블록구조,단독주택,64.75,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
489,도심지,사농동,,블록구조,단독주택,43.94,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
490,도심지,사농동,,블록구조,단독주택,66.06,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
491,도심지,사농동,,블록구조,단독주택,50.33,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
492,도심지,사농동,,블록구조,단독주택,48.91,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
493,도심지,사농동,,블록구조,단독주택,26.36,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
494,도심지,신동,,일반목구조,단독주택,78.77,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
495,도심지,신동,,일반목구조,제2종근린생활시설,58.501,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
496,도심지,신동,,일반목구조,단독주택,90.82,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
497,도심지,신동,,일반목구조,단독주택,90.24,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
498,도심지,신동,,경량철골구조,동.식물 관련시설,165.5,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
499,도심지,신동,,일반목구조,단독주택,34.86,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
500,도심지,신동,,일반목구조,단독주택,15.39,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
501,도심지,신동,,일반목구조,단독주택,67.91,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
502,도심지,신동,,일반목구조,단독주택,18.48,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
